"","Close"
"2020-05-04",6673.299805
"2020-05-05",6747.700195
"2020-05-06",6671.700195
"2020-05-07",6730.899902
"2020-05-08",6783.100098
"2020-05-11",6672.200195
"2020-05-12",6762.700195
"2020-05-13",6631.399902
"2020-05-14",6545.600098
"2020-05-15",6474.899902
"2020-05-18",6779.299805
"2020-05-19",6609.100098
"2020-05-20",6683.600098
"2020-05-21",6686.100098
"2020-05-22",6697.5
"2020-05-25",6856.799805
"2020-05-26",7003.899902
"2020-05-27",7174.5
"2020-05-28",7224.100098
"2020-05-29",7096.5
"2020-06-01",7221.399902
"2020-06-02",7408.100098
"2020-06-03",7626.399902
"2020-06-04",7566.799805
"2020-06-05",7872.600098
"2020-06-08",7896.100098
"2020-06-09",7752.299805
"2020-06-10",7663.899902
"2020-06-11",7278
"2020-06-12",7292.700195
"2020-06-15",7259.299805
"2020-06-16",7495.299805
"2020-06-17",7478.700195
"2020-06-18",7390.200195
"2020-06-19",7414.200195
"2020-06-22",7345.700195
"2020-06-23",7438.399902
"2020-06-24",7195.5
"2020-06-25",7270.299805
"2020-06-26",7178.399902
"2020-06-29",7278.100098
"2020-06-30",7231.399902
"2020-07-01",7227.399902
"2020-07-02",7498.600098
"2020-07-03",7403.5
"2020-07-06",7556.200195
"2020-07-07",7447.399902
"2020-07-08",7326.399902
"2020-07-09",7236.899902
"2020-07-10",7321.100098
"2020-07-13",7426.899902
"2020-07-14",7352
"2020-07-15",7487.600098
"2020-07-16",7474.700195
"2020-07-17",7440.399902
"2020-07-20",7478
"2020-07-21",7494.5
"2020-07-22",7390.100098
"2020-07-23",7384.899902
"2020-07-24",7294.700195
"2020-07-27",7170.600098
"2020-07-28",7246.399902
"2020-07-29",7206.200195
"2020-07-30",6996.600098
"2020-07-31",6877.399902
"2020-08-03",6975
"2020-08-04",7021.600098
"2020-08-05",7039.700195
"2020-08-06",6957.899902
"2020-08-07",6950.5
"2020-08-10",7053.899902
"2020-08-11",7263.5
"2020-08-12",7296
"2020-08-13",7250.5
"2020-08-14",7154.299805
"2020-08-17",7090.100098
"2020-08-18",7043.5
"2020-08-19",7094.299805
"2020-08-20",6993.299805
"2020-08-21",6982.100098
"2020-08-24",7109.100098
"2020-08-25",7108.399902
"2020-08-26",7123
"2020-08-27",7090.700195
"2020-08-28",7133
"2020-08-31",6969.5
"2020-09-01",6956.899902
"2020-09-02",6996.899902
"2020-09-03",7006
"2020-09-04",6989.700195
"2020-09-07",7080.700195
"2020-09-08",6955
"2020-09-09",7020.899902
"2020-09-10",6999.200195
"2020-09-11",6943.200195
"2020-09-14",6951.100098
"2020-09-15",7036
"2020-09-16",7110.799805
"2020-09-17",7086.200195
"2020-09-18",6929.799805
"2020-09-21",6692.299805
"2020-09-22",6648.600098
"2020-09-23",6654.200195
"2020-09-24",6643.399902
"2020-09-25",6628.299805
"2020-09-28",6791.5
"2020-09-29",6713.600098
"2020-09-30",6716.600098
"2020-10-01",6730.700195
"2020-10-02",6754.5
"2020-10-05",6837.899902
"2020-10-06",6936.200195
"2020-10-07",6910.100098
"2020-10-08",6992.799805
"2020-10-09",6950.899902
"2020-10-12",6951
"2020-10-13",6875.200195
"2020-10-14",6916.600098
"2020-10-15",6816.799805
"2020-10-16",6849.700195
"2020-10-19",6860.200195
"2020-10-20",6927.299805
"2020-10-21",6811.5
"2020-10-22",6796.600098
"2020-10-23",6893.399902
"2020-10-26",6796.899902
"2020-10-27",6651.299805
"2020-10-28",6474.399902
"2020-10-29",6411.799805
"2020-10-30",6452.200195
"2020-11-02",6585.600098
"2020-11-03",6751.600098
"2020-11-04",6781.899902
"2020-11-05",6924.200195
"2020-11-06",6870.399902
"2020-11-09",7459.399902
"2020-11-10",7711.399902
"2020-11-11",7793.700195
"2020-11-12",7726
"2020-11-13",7783.700195
"2020-11-16",7986.200195
"2020-11-17",7934.299805
"2020-11-18",7981.5
"2020-11-19",7930.200195
"2020-11-20",7977.899902
"2020-11-23",7981.200195
"2020-11-24",8143.200195
"2020-11-25",8164.700195
"2020-11-26",8104.600098
"2020-11-27",8190.700195
"2020-11-30",8076.899902
"2020-12-01",8140.799805
"2020-12-02",8220.799805
"2020-12-03",8200.700195
"2020-12-04",8322.900391
"2020-12-07",8275.599609
"2020-12-08",8227.599609
"2020-12-09",8235.299805
"2020-12-10",8182.299805
"2020-12-11",8063.100098
"2020-12-14",8140.799805
"2020-12-15",8152.399902
"2020-12-16",8139.5
"2020-12-17",8153.399902
"2020-12-18",8037.399902
"2020-12-21",7789.799805
"2020-12-22",7934.200195
"2020-12-23",8073.600098
"2020-12-24",8111.5
"2020-12-28",8155.600098
"2020-12-29",8174.799805
"2020-12-30",8154.399902
"2020-12-31",8073.700195
"2021-01-04",8099.200195
"2021-01-05",8091.5
"2021-01-06",8350.299805
"2021-01-07",8385.799805
"2021-01-08",8407.700195
"2021-01-11",8357.5
"2021-01-12",8345.900391
"2021-01-13",8361.099609
"2021-01-14",8372.400391
"2021-01-15",8230.700195
"2021-01-18",8254.5
"2021-01-19",8199
"2021-01-20",8204.099609
"2021-01-21",8122.100098
"2021-01-22",8036.399902
"2021-01-25",7897.299805
"2021-01-26",7964.899902
"2021-01-27",7852.700195
"2021-01-28",7932.5
"2021-01-29",7757.5
"2021-02-01",7798.200195
"2021-02-02",7950.899902
"2021-02-03",8012.799805
"2021-02-04",8122.600098
"2021-02-05",8214.700195
"2021-02-08",8219
"2021-02-09",8101
"2021-02-10",8065.399902
"2021-02-11",8037.600098
"2021-02-12",8055
"2021-02-15",8203.5
"2021-02-16",8153.700195
"2021-02-17",8122.700195
"2021-02-18",8058.100098
"2021-02-19",8151.600098
"2021-02-22",8112.200195
"2021-02-23",8252.099609
"2021-02-24",8269.599609
"2021-02-25",8317.799805
"2021-02-26",8225
"2021-03-01",8378.099609
"2021-03-02",8355.799805
"2021-03-03",8329.299805
"2021-03-04",8354
"2021-03-05",8286.799805
"2021-03-08",8444.200195
"2021-03-09",8496.400391
"2021-03-10",8525.200195
"2021-03-11",8593
"2021-03-12",8644.5
"2021-03-15",8635.400391
"2021-03-16",8657.700195
"2021-03-17",8599.5
"2021-03-18",8624.599609
"2021-03-19",8493
"2021-03-22",8343.5
"2021-03-23",8390.299805
"2021-03-24",8443.700195
"2021-03-25",8409.5
"2021-03-26",8498.200195
"2021-03-29",8492.099609
"2021-03-30",8595.200195
"2021-03-31",8580
"2021-04-01",8577.599609
"2021-04-06",8634.599609
"2021-04-07",8597.400391
"2021-04-08",8637.799805
"2021-04-09",8565.799805
"2021-04-12",8532.599609
"2021-04-13",8525.099609
"2021-04-14",8588.400391
"2021-04-15",8571.599609
"2021-04-16",8613.5
"2021-04-19",8711.400391
"2021-04-20",8459.400391
"2021-04-21",8519.799805
"2021-04-22",8656.799805
"2021-04-23",8618.599609
"2021-04-26",8701.900391
"2021-04-27",8756.700195
"2021-04-28",8799.599609
"2021-04-29",8823.200195
"2021-04-30",8815
"2021-05-03",8893.700195
"2021-05-04",8830.400391
"2021-05-05",8967.799805
"2021-05-06",8982.200195
"2021-05-07",9059.200195
"2021-05-10",9144.299805
"2021-05-11",8987.200195
"2021-05-12",9007.700195
"2021-05-13",8966.200195
"2021-05-14",9145.599609
"2021-05-17",9155.599609
"2021-05-18",9183.900391
"2021-05-19",9070.700195
"2021-05-20",9124.299805
"2021-05-21",9204
"2021-05-24",9205.5
"2021-05-25",9208.700195
"2021-05-26",9196.900391
"2021-05-27",9186.099609
"2021-05-28",9224.599609
"2021-05-31",9148.900391
"2021-06-01",9189.700195
"2021-06-02",9180.700195
"2021-06-03",9142.400391
"2021-06-04",9088.299805
"2021-06-07",9163.599609
"2021-06-08",9153.599609
"2021-06-09",9156.099609
"2021-06-10",9133.799805
"2021-06-11",9205
"2021-06-14",9281.099609
"2021-06-15",9230.700195
"2021-06-16",9202.200195
"2021-06-17",9195.900391
"2021-06-18",9030.599609
"2021-06-21",9051.700195
"2021-06-22",9053.299805
"2021-06-23",8954.099609
"2021-06-24",9074.099609
"2021-06-25",9095
"2021-06-28",8913.700195
"2021-06-29",8915.099609
"2021-06-30",8821.200195
"2021-07-01",8932.299805
"2021-07-02",8907.599609
"2021-07-05",8946.400391
"2021-07-06",8860.799805
"2021-07-07",8854.5
"2021-07-08",8650.099609
"2021-07-09",8776.599609
"2021-07-12",8816.700195
"2021-07-13",8694.799805
"2021-07-14",8658.299805
"2021-07-15",8527
"2021-07-16",8506.200195
"2021-07-19",8301.700195
"2021-07-20",8358
"2021-07-21",8567
"2021-07-22",8621.799805
"2021-07-23",8717.200195
"2021-07-26",8775.200195
"2021-07-27",8699.200195
"2021-07-28",8733.700195
"2021-07-29",8786.299805
"2021-07-30",8675.700195
"2021-08-02",8758.700195
"2021-08-03",8772.799805
"2021-08-04",8792.900391
"2021-08-05",8836.5
"2021-08-06",8879
"2021-08-09",8865.900391
"2021-08-10",8899
"2021-08-11",8975.799805
"2021-08-12",8979.400391
"2021-08-13",8999.799805
"2021-08-16",8926.599609
"2021-08-17",8865.700195
"2021-08-18",8970.200195
"2021-08-19",8902.200195
"2021-08-20",8915.299805
"2021-08-23",8968.099609
"2021-08-24",8948.599609
"2021-08-25",8977.400391
"2021-08-26",8892.700195
"2021-08-27",8922.200195
"2021-08-30",8867.900391
"2021-08-31",8846.599609
"2021-09-01",8991.5
"2021-09-02",8981.400391
"2021-09-03",8864
"2021-09-06",8882.299805
"2021-09-07",8894.5
"2021-09-08",8838.700195
"2021-09-09",8800.599609
"2021-09-10",8695.299805
"2021-09-13",8816.099609
"2021-09-14",8780
"2021-09-15",8635.400391
"2021-09-16",8733.700195
"2021-09-17",8760.900391
"2021-09-20",8655.400391
"2021-09-21",8756
"2021-09-22",8808.400391
"2021-09-23",8876.900391
"2021-09-24",8873.099609
"2021-09-27",9002.900391
"2021-09-28",8769.400391
"2021-09-29",8879.400391
"2021-09-30",8796.299805
"2021-10-01",8799.5
"2021-10-04",8791.700195
"2021-10-05",8927.400391
"2021-10-06",8775
"2021-10-07",8962.799805
"2021-10-08",8955
"2021-10-11",8899
"2021-10-12",8935.900391
"2021-10-13",8881.400391
"2021-10-14",8925
"2021-10-15",8997
"2021-10-18",8936
"2021-10-19",8996.299805
"2021-10-20",9017.900391
"2021-10-21",8944.299805
"2021-10-22",8906.400391
"2021-10-25",8920.900391
"2021-10-26",9001.599609
"2021-10-27",8972.299805
"2021-10-28",9025.799805
"2021-10-29",9057.700195
"2021-11-01",9182.599609
"2021-11-02",9105.700195
"2021-11-03",9030.799805
"2021-11-04",9039.400391
"2021-11-05",9130.599609
"2021-11-08",9070.799805
"2021-11-09",9074.900391
"2021-11-10",9141.799805
"2021-11-11",9092.200195
"2021-11-12",9080.799805
"2021-11-15",9095.700195
"2021-11-16",9040.200195
"2021-11-17",8993.400391
"2021-11-18",8903.200195
"2021-11-19",8753.200195
"2021-11-22",8821.299805
"2021-11-23",8815.099609
"2021-11-24",8792
"2021-11-25",8840.900391
"2021-11-26",8402.700195
"2021-11-29",8455.200195
"2021-11-30",8305.099609
"2021-12-01",8452.599609
"2021-12-02",8300.799805
"2021-12-03",8241.700195
"2021-12-06",8439.700195
"2021-12-07",8559.5
"2021-12-08",8478.400391
"2021-12-09",8399.599609
"2021-12-10",8360.200195
"2021-12-13",8322.700195
"2021-12-14",8378.5
"2021-12-15",8275
"2021-12-16",8380
"2021-12-17",8311.599609
"2021-12-20",8242.400391
"2021-12-21",8387.5
"2021-12-22",8459.099609
"2021-12-23",8563.700195
"2021-12-27",8622.099609
"2021-12-28",8688.900391
"2021-12-29",8673.700195
"2021-12-30",8713.799805
